,static_text,log_level,project,log_level_encoded
8365,Initializing index summary manager with a memory pool size of * MB and a resize interval of * minutes,info,cassandra,1
8367,Missing component: *,error,cassandra,0
8369,Successfully deleted snapshot *.,info,cassandra,1
8370,"Memory capacity of index summary exceeded (2GB), index summary will not cover full sstable, you should increase min_sampling_level",error,cassandra,0
8378,Missing sstable component in *; skipped because of *,error,cassandra,0
8379,Corrupt sstable *; skipped,error,cassandra,0
8380,Corrupt sstable *; skipping table,error,cassandra,0
8381,"Cannot read sstable *; file system error, skipping table",error,cassandra,0
8382,"Cannot read sstable *; other IO error, skipping table",error,cassandra,0
8393,"Key size * exceeds maximum of *, skipping row65535",error,cassandra,0
8407,Failed to list files in * with exception: *,error,cassandra,0
8409,Error while getting * folder size. *,error,cassandra,0
8410,Error while closing mmapped regions,error,cassandra,0
8411,Failed to close mapped regions,error,cassandra,0
8412,"EC2Snitch using region: *, zone: *.",info,cassandra,1
8414,Updating topology for all endpoints that have changed,info,cassandra,1
8421,Error in getting the IP address resolved: ,error,cassandra,0
8423,"* found, but does not look like a plain file. Will not watch it for changescassandra-topology.properties",error,cassandra,0
8426,"Cannot update data center or rack from * to * for live host *, property file NOT RELOADED",error,cassandra,0
8427,"GCESnitch using region: *, zone: *.",info,cassandra,1
8428,EC2Snitch using publicIP as identifier: *,info,cassandra,1
8429,"broadcast_rpc_address unset, broadcasting public IP as rpc_address: *",info,cassandra,1
8430,Loaded * for compatibilitycassandra-topology.properties,info,cassandra,1
8431,Unable to load *; compatibility mode disabledcassandra-topology.properties,info,cassandra,1
8435,Error while reading from socket from *.,error,cassandra,0
8438,"Initialized back-pressure with high ratio: *, factor: *, flow: *, window size: *.",info,cassandra,1
8440,* currently applied for remote replicas: *,info,cassandra,1
8441,"Cannot apply * due to exceeding write timeout, pausing * nanoseconds instead.",info,cassandra,1
8449,$$$Empty Message$$$,error,cassandra,0
8451,error processing a message intended for *,error,cassandra,0
8453,error writing to *,error,cassandra,0
8465,SSL handshake error for outbound connection to ,error,cassandra,0
8469,Starting Encrypted Messaging Service on SSL port *,info,cassandra,1
8475,$$$Empty Message$$$,info,cassandra,1
8480,SSL handshake error for inbound connection from ,error,cassandra,0
8482,MessagingService has terminated the accept() thread,info,cassandra,1
8484,[repair #*] *,info,cassandra,1
8485,[repair #*] *,info,cassandra,1
8486,[repair #*] *,info,cassandra,1
8488,[repair #*] new session: will sync * on range * for *.*,info,cassandra,1
8489,[repair #*] *,info,cassandra,1
8490,[repair #*] *,error,cassandra,0
8491,[repair #*] *Session completed successfully,info,cassandra,1
8494,"Failed creating a merkle tree for *, * (see log for details)",error,cassandra,0
8495,[repair #*] Sending completed merkle tree to * for *.*,info,cassandra,1
8496,Repair failed:,error,cassandra,0
8497,$$$Empty Message$$$,info,cassandra,1
8498,Repair failed:,error,cassandra,0
8499,$$$Empty Message$$$,info,cassandra,1
8500,$$$Empty Message$$$,error,cassandra,0
8501,$$$Empty Message$$$,info,cassandra,1
8502,[repair #*] *,info,cassandra,1
8503,[streaming task #*] Performing streaming repair of * ranges with *,info,cassandra,1
8504,"[repair #*] streaming task succeed, returning response to *",info,cassandra,1
8505,Error executing query ,error,cassandra,0
8510,Table *.* was dropped during snapshot phase of repair,error,cassandra,0
8514,"Got error, removing parent repair session",error,cassandra,0
8515,$$$Empty Message$$$,error,cassandra,0
8516,[repair #*] Endpoint * died during anti-compaction,error,cassandra,0
8517,[repair #*] * is fully synced,info,cassandra,1
8519,[repair #*] *,info,cassandra,1
8520,[repair #*] *,info,cassandra,1
8521,Validating *,info,cassandra,1
8522,Validating *,info,cassandra,1
8523,[repair #*] *,info,cassandra,1
8524,Validating *,info,cassandra,1
8525,Validating *,info,cassandra,1
8528,Started the RoundRobin Request Scheduler,info,cassandra,1
8529,$$$Empty Message$$$,error,cassandra,0
8530,restart cassandra with -Dcassandra.ignore_corrupted_schema_tables=true and ,error,cassandra,0
8535,Moving * keyspaces from legacy schema tables to the new schema keyspace (*)system_schema,info,cassandra,1
8536,Truncating legacy schema tables,info,cassandra,1
8537,Completed migration of legacy schema tables,info,cassandra,1
8538,Migrating keyspace *,info,cassandra,1
8539,Failed to find index name for legacy migration of index on *.*,error,cassandra,0
8541,Indexer * does not have a static validateOptions method. Validation ignored,info,cassandra,1
8542,initializing keystore from file *,info,cassandra,1
8545,initializing CipherFactory,info,cassandra,1
8546,key * removed from cipher key cache,info,cassandra,1
8547,loading secret key for alias *,info,cassandra,1
8548,could not build cipher,error,cassandra,0
8550,$$$Empty Message$$$,info,cassandra,1
8553,Cannot start multiple repair sessions over the same sstables,error,cassandra,0
8554,Cannot start multiple repair sessions over the same sstables,error,cassandra,0
8556,Initializing key cache with capacity of * MBs.,info,cassandra,1
8557,Initializing row cache with capacity of * MBs,info,cassandra,1
8558,Initializing counter cache with capacity of * MBs,info,cassandra,1
8562,Exception in thread ,error,cassandra,0
8563,Exception in thread ,error,cassandra,0
8564,Exception in thread ,error,cassandra,0
8568,Trying to load metrics-reporter-config from file: *,info,cassandra,1
8571,Hostname: *,info,cassandra,1
8572,Could not resolve local host,info,cassandra,1
8573,JVM vendor/version: */*,info,cassandra,1
8574,Heap size: */*,info,cassandra,1
8575,* *: *,info,cassandra,1
8576,Classpath: *,info,cassandra,1
8577,JVM Arguments: *,info,cassandra,1
8578,Not starting client transports in write_survey mode as it's bootstrapping or auth is enabled,info,cassandra,1
8579,Not starting client transports as bootstrap has not completed,info,cassandra,1
8580,Not starting native transport as requested. Use JMX (StorageService->startNativeTransport()) or nodetool (enablebinary) to start it,info,cassandra,1
8581,Not starting RPC server as requested. Use JMX (StorageService->startRPCServer()) or nodetool (enablethrift) to start it,info,cassandra,1
8582,Cassandra shutting down...,info,cassandra,1
8583,Error shutting down local JMX server: ,error,cassandra,0
8584,Exception encountered during startup,error,cassandra,0
8585,Exception encountered during startup: *,error,cassandra,0
8586,$$$Empty Message$$$,error,cassandra,0
8590,Skipped sending a migration request: node * has a higher major version now.,info,cassandra,1
8591,Configuration exception merging remote schema,error,cassandra,0
8597,Overriding RING_DELAY to *ms,info,cassandra,1
8599,Stopping gossiper,error,cassandra,0
8600,Stopping RPC server,error,cassandra,0
8601,Stopping native transport,error,cassandra,0
8602,Gathering node replacement information for *,info,cassandra,1
8605,Unable to gossip with any peers but continuing anyway since node is in its own seed list,info,cassandra,1
8606,Populating token metadata from system tables,info,cassandra,1
8607,Token metadata: *,info,cassandra,1
8608,Cassandra version: *,info,cassandra,1
8609,Thrift API version: *20.1.0,info,cassandra,1
8610,CQL supported versions: * (default: *),info,cassandra,1
8611,Not starting gossip as requested.,info,cassandra,1
8613,Not joining ring as requested. Use JMX (StorageService->joinRing()) to initiate ring joining,info,cassandra,1
8614,Loading persisted ring state,info,cassandra,1
8615,Replace address on first boot requested; this node is already bootstrapped,info,cassandra,1
8618,Starting up server gossip,info,cassandra,1
8621,This node will not auto bootstrap because it is configured to be a seed node.,info,cassandra,1
8624,Using saved tokens *,info,cassandra,1
8626,"Startup complete, but write survey mode is active, not becoming an active ring member. Use JMX (StorageService->joinRing()) to finalize ring joining.",info,cassandra,1
8628,Joining ring by operator request,info,cassandra,1
8629,Leaving write survey mode and joining ring at operator request,info,cassandra,1
8633,"rebuild from dc: *, *, *",info,cassandra,1
8634,"adding range: (*,*]",info,cassandra,1
8635,Error while rebuilding node,error,cassandra,0
8636,set rpc timeout to * ms,info,cassandra,1
8637,set read rpc timeout to * ms,info,cassandra,1
8638,set range rpc timeout to * ms,info,cassandra,1
8639,set write rpc timeout to * ms,info,cassandra,1
8640,set counter write rpc timeout to * ms,info,cassandra,1
8641,set cas contention rpc timeout to * ms,info,cassandra,1
8642,set truncate rpc timeout to * ms,info,cassandra,1
8643,set streaming socket timeout to * ms,info,cassandra,1
8644,setstreamthroughput: throttle set to *,info,cassandra,1
8645,setinterdcstreamthroughput: throttle set to *,info,cassandra,1
8646,$$$Empty Message$$$,info,cassandra,1
8648,Resetting bootstrap progress to start fresh,info,cassandra,1
8649,Bootstrap completed! for the tokens *,info,cassandra,1
8651,Error while waiting on bootstrap to complete. Bootstrap will have to be restarted.,error,cassandra,0
8652,Resuming bootstrap...,info,cassandra,1
8653,"Startup complete, but write survey mode is active, not becoming an active ring member. Use JMX (StorageService->joinRing()) to finalize ring joining.",info,cassandra,1
8654,Resume complete,info,cassandra,1
8655,$$$Empty Message$$$,error,cassandra,0
8656,"Resuming bootstrap is requested, but the node is already bootstrapped.",info,cassandra,1
8659,Node * state jump to bootstrap,info,cassandra,1
8660,Node * tried to replace malformed endpoint *.,error,cassandra,0
8663,Node * state jump to leaving,info,cassandra,1
8665,Received removenode gossip about myself. Is this node rejoining after an explicit removenode?,info,cassandra,1
8667,Removing tokens * for *,info,cassandra,1
8679,starting user-requested repair of range * for keyspace * and column families *,info,cassandra,1
8682,failed to shutdown message service: *,info,cassandra,1
8683,Error while decommissioning node ,error,cassandra,0
8684,Announcing that I have left the ring for *ms,info,cassandra,1
8690,Invalid request to move(Token); This node has more than one token and cannot be moved thusly.,error,cassandra,0
8696,Received unexpected REPLICATION_FINISHED message from *. Was this node recently a removal coordinator?,info,cassandra,1
8697,"Created new dynamic snitch * with update-interval=*, reset-interval=*, badness-threshold=*",info,cassandra,1
8698,Created new non-dynamic snitch *,info,cassandra,1
8699,"Applying config change to dynamic snitch * with update-interval=*, reset-interval=*, badness-threshold=*",info,cassandra,1
8701,Updated hinted_handoff_throttle_in_kb to *,info,cassandra,1
8707,Migration task failed to complete,error,cassandra,0
8708,Migration task was interrupted,error,cassandra,0
8709,Create new Keyspace: *,info,cassandra,1
8710,Create new table: *,info,cassandra,1
8711,Create new view: *,info,cassandra,1
8712,Create scalar function '*',info,cassandra,1
8713,Create aggregate function '*',info,cassandra,1
8714,Update Keyspace '*' From * To *,info,cassandra,1
8715,Update table '*/*' From * To *,info,cassandra,1
8716,Update view '*/*' From * To *,info,cassandra,1
8717,Update type '*.*' to *,info,cassandra,1
8718,Drop Keyspace '*',info,cassandra,1
8719,Drop table '*/*',info,cassandra,1
8720,Drop table '*/*',info,cassandra,1
8721,Drop scalar function overload '*' args '*',info,cassandra,1
8722,Drop aggregate function overload '*' args '*',info,cassandra,1
8724,Starting local schema reset...,info,cassandra,1
8728,Local schema reset is complete.,info,cassandra,1
8730,jemalloc preload explicitly disabled,info,cassandra,1
8731,jemalloc seems to be preloaded from *,info,cassandra,1
8733,"cassandra.jmx.local.port missing from cassandra-env.sh, unable to start local JMX service.",error,cassandra,0
8734,JMX is enabled to receive remote connections on port: *,info,cassandra,1
8743,Failed to apply paxos commit locally : *,error,cassandra,0
8745,Error applying local view update to keyspace *: *,error,cassandra,0
8750,Failed to apply mutation locally : *,error,cassandra,0
8751,Failed to apply mutation locally : *,error,cassandra,0
8753,$$$Empty Message$$$,error,cassandra,0
8760,"Cannot perform truncate, some hosts are down",info,cassandra,1
8764,Netty using native Epoll event loop,info,cassandra,1
8765,Netty using Java NIO event loop,info,cassandra,1
